Cod Depto,Departamento,Cod en texto ,Municipio,Dirección Territorial ,Director Territorial ,Alcalde,Población 2017,No. Víctimas por Declaración,No. Sujetos Atención ,"Acto terrorista , Atentados, Combates, Enfrentamientos , Hostigamientos",Amenaza,Delitos contra la Libertad y la Integridad sexual en desarrollo del conflicto Armado,Desaparición forzada,Desplazamiento Forzado,"Homicidio, Masacre","Minas Antipersonal, Munición sin Explotar y artefacto explosivo improvisado",Secuestro,Tortura,"Vincuación de Niños, Niñas y Adolescentes a actividades relacionadas con grupos armados",Abandono o Despojo Forzado de Tierras,Perdida de Bienes Muebles o Inmuebles ,Puntos de Atención,Personas Atendidas,Solicitudes de AH,Solicitudes de Registro,Solicitudes de Oferta,Otras Solicitudes,Total Solicitudes Recibidas,Priorizado,En Construcción,En Formulación,En proceso de contratación,En Funcionamiento ,Misiones Humanitarias 2012-2017,Emergencias Humanitarias 2012-2017,Incluido,No Incluido,Excluido,En Valoración,RECEPCIÓN FORMATOS / Defensoria,RECEPCIÓN FORMATOS / Personeria,RECEPCIÓN FORMATOS / Procuraduria,RECEPCIÓN FORMATOS / Entidad No Informa ,RECEPCIÓN FORMATOS / Consulados,Beneficiarios Dinero Atención Humanitaria,Valor Dinero Atención Humanitaria,Beneficiarios especie Atención Humanitaria,Valor especie Atención Humanitaria,Caracterización de Población Víctima - PAARI Módulo de Asistencia 2012-2017 - Hogares,Caracterización de Población Víctima - PAARI Módulo de Asistencia 2012-2017 - Personas,Caracterización de Población Víctima - PAARI Módulo de Asistencia 2012-2017 - con discapacidad,Atencion Humanitaria 2012-2017 - Giros,Atencion Humanitaria 2012-2017- Valor,Ayuda Humanitaria por Otros Hechos Diferentes al Desplazamiento 2012-2017 - Víctimas,Ayuda Humanitaria por Otros Hechos Diferentes al Desplazamiento 2012-2017 - Valor,PAARI - Módulo de Reparación 2012- 2017 - Víctimas,PAARI - Módulo de Reparación 2012- 2017 - NNA,Estrategia de Recuperación Emocional ,Indemnizaciones 2012-2017 - No. de Indemnizaciones,Indemnizaciones 2012-2017 - Valor,Programa de Acompañamiento 2017 - Con intención de recibir acompañamiento,Programa de Acompañamiento 2017 - En un Negocio,Programa de Acompañamiento 2017 - En Terreno Rural ,Programa de Acompañamiento 2017 - En Vivienda,Programa de Acompañamiento 2017 - En Educación,Identificación,Acercamiento ,Alistamiento ,Pre-Consulta o Consulta Previa,Caracterización del Daño,Diagnóstico del Daño,Diseño y Formulación,En Fase de Diseño e Implementación del PIRC,PIRC aprobado por CTJ,Sin Especificar,Total SRC en el municipio,SIN FUD,SRC en Valoración,SRC Incluido,DEVOLUCION MP ,SRC No Incluido,SRC Indentificados,Apoyo a Entes Territoriales,Atención y Ayuda Humanitaria ,Proyectos de Infraestructura Social y Comunitaria,Indemnizaciones,Centros Regionales *(Aporte  Unidad Victimas)
19,Cauca,19110, Buenos Aires,Cauca,Jorge Arturo Vasquez,Urdely Carabalí Carbonero,33435,10777,7939,86,435,145,28,10870,314,6,5,10,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,21,15,1658,880,0,1,502,2113,3,0,0,0,0,289,70,1428,3994,137,5676,3369,48,60,884,1,48,502,3494,309,42,14,212,14,6,0,0,0,1,0,0,0,0,0,7,0,0,7,0,0,7,70,3429,730,3494,0
19,Cauca,19130, Cajibío,Cauca,Jorge Arturo Vasquez,Luis Helmer Vivas Manzano,38149,2720,2295,128,243,8,38,2161,451,21,55,34,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,16,15,543,413,0,1,66,893,2,0,0,12,10,125,14,458,1571,83,2796,1448,73,86,435,3,62,291,1757,52,21,6,21,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,24,1534,74,1757,0
19,Cauca,19137, Caldono,Cauca,Jorge Arturo Vasquez,Paulo Andrés Piso Lozada,33653,3659,2429,1146,172,9,40,2681,289,9,2,3,13,0,355,0,0,0,0,0,0,0,0,0,0,0,0,6,22,1023,673,0,0,378,1385,0,0,0,6,3,0,0,266,768,37,787,446,473,542,309,3,4,166,1185,131,31,8,76,9,3,0,0,0,0,0,0,0,0,0,3,0,2,3,0,0,5,3,988,106,1185,0
19,Cauca,19142, Caloto,Cauca,Jorge Arturo Vasquez,María Liliana Ararat Mejía,17713,7969,5832,1191,570,5,44,8173,735,17,11,7,3,0,17,0,3677,3112,339,0,588,4039,0,0,0,0,0,27,61,1245,537,0,5,246,1552,7,0,0,20,11,400,152,1043,2592,80,3378,1922,542,623,540,7,558,433,2885,78,8,9,59,2,7,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,163,2545,85,2885,0
19,Cauca,19212, Corinto,Cauca,Jorge Arturo Vasquez,Edward Fernando García Sánchez,32707,5556,4196,857,162,5,90,3436,1346,25,2,0,6,0,112,0,0,0,0,0,0,0,0,0,0,0,0,21,33,911,353,0,2,102,1165,4,0,0,3,1,142,20,492,1386,54,2805,1571,1218,1136,1053,17,125,1954,12195,174,20,23,107,7,5,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,20,2707,21,12195,0
19,Cauca,19256, El Tambo,Cauca,Jorge Arturo Vasquez,Celio Urresty Mesa,47818,9854,7711,455,101,6,46,8511,1437,43,9,2,7,0,410,0,0,0,0,0,0,0,0,0,0,0,0,18,35,1132,364,0,2,291,1236,3,0,0,15,14,212,34,1200,3900,229,7875,4130,493,582,1033,22,232,562,3948,136,51,9,65,3,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,48,4711,174,3948,0
19,Cauca,19290, Florencia,Cauca,Jorge Arturo Vasquez,Edwin Urbano Benítez,6160,1443,1186,12,268,1,21,1196,268,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,304,47,0,1,16,339,2,0,0,15,8,33,10,233,704,24,1205,647,4,5,164,1,0,0,0,34,12,9,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,652,0,0,0
19,Cauca,19300, Guachené,Cauca,Jorge Arturo Vasquez,Oliver Carabalí Banguero ,19896,613,520,116,54,1,3,329,166,1,1,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,4,116,109,0,1,0,230,0,0,0,0,0,0,0,138,307,17,498,298,4,5,123,3,0,0,0,36,4,3,28,1,4,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,304,0,0,0
19,Cauca,19318, Guapi,Cauca,Jorge Arturo Vasquez,Danny Eudoxio Prado Granja ,29867,12324,11052,309,1529,7,50,13729,137,4,2,1,1,0,15,1,10865,11796,907,0,2286,14989,0,0,0,0,0,31,23,699,232,0,2,35,962,4,0,0,34,26,4120,1786,900,3376,128,13745,9992,113,124,114,0,1,62,459,16,2,0,13,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1812,10116,319,459,0
19,Cauca,19364, Jambaló,Cauca,Jorge Arturo Vasquez,Flor Ilva Trochez Ramos,18303,5880,3529,343,2569,34,42,8400,236,15,9,17,10,0,241,0,0,0,0,0,0,0,0,0,0,0,0,10,24,1469,126,0,3,1,1795,2,0,0,0,0,752,175,105,292,7,457,262,117,141,407,0,0,98,588,78,42,8,27,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,175,403,166,588,0
19,Cauca,19392, La Sierra,Cauca,Jorge Arturo Vasquez,Miller Miguel Hurtado Muñoz,10609,630,452,15,68,1,16,429,177,3,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,128,65,0,1,27,176,0,0,0,0,0,0,0,112,392,20,587,322,13,17,221,13,6,251,1544,20,12,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,1544,0
19,Cauca,19397, La Vega,Cauca,Jorge Arturo Vasquez,Carlos Oliver Ordoñez Paz,46561,691,525,10,42,2,9,367,308,9,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,5,123,44,0,1,47,121,1,0,0,0,0,0,0,133,394,19,836,429,18,22,268,7,1,444,2386,13,6,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,2386,0
19,Cauca,19418, López,Cauca,Jorge Arturo Vasquez,Wilmer Adher Riascos Arboleda,20581,10010,7254,448,294,2,10,11443,85,7,0,0,0,0,7,1,8100,8965,724,0,242,9931,0,0,0,0,0,6,9,1713,198,0,1,257,1668,0,0,0,35,11,265,198,423,1546,42,9145,6980,432,524,161,0,1,11,83,67,16,11,34,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,208,7504,0,83,0
19,Cauca,19450, Mercaderes,Cauca,Jorge Arturo Vasquez,Alcy Muñoz Perdomo,18151,6245,5113,30,126,1,107,5343,937,2,0,2,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,8,6,885,270,0,6,110,1084,3,0,0,6,7,0,0,812,2454,174,7502,3816,55,69,896,19,312,830,6404,268,85,68,77,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3885,0,6404,0
19,Cauca,19455, Miranda,Cauca,Jorge Arturo Vasquez,José Leonardo Valencia Narváez,41202,7083,5443,446,387,20,116,6433,766,34,7,3,10,0,131,0,0,0,0,0,0,0,0,0,0,0,0,26,23,1300,547,0,3,249,1630,0,0,0,75,75,867,293,768,2278,113,4704,2692,365,424,972,8,349,1095,6632,174,44,11,92,9,2,0,0,0,0,0,0,0,1,0,3,0,0,3,0,0,3,368,3116,122,6632,0
19,Cauca,19473, Morales,Cauca,Jorge Arturo Vasquez,Silvio Villegas Sandoval,26358,9906,8546,1281,1130,5,22,9531,247,27,28,13,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,26,19,974,428,0,9,121,1333,1,0,0,90,67,564,150,463,1614,95,5474,3612,1137,1409,291,0,4,141,797,40,20,3,12,5,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,217,5022,904,797,0
19,Cauca,19513, Padilla,Cauca,Jorge Arturo Vasquez,Víctor Hugo Vidal Aguilar ,7794,329,265,7,51,0,5,181,137,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,62,31,0,1,0,95,0,0,0,0,0,0,0,37,139,4,232,137,12,17,29,0,0,37,289,5,1,0,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,3,0,154,0,289,0
19,Cauca,19517, Paez,Cauca,Jorge Arturo Vasquez,Marco Albeiro Gutiérrez Penagos,35871,2443,1897,11,66,0,17,2287,113,14,2,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,4,71,43,0,1,18,96,1,0,0,0,0,33,14,31,123,1,407,257,22,26,57,2,0,62,395,3,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,14,283,73,395,0
19,Cauca,19532, Patía,Cauca,Jorge Arturo Vasquez,Francisco Tulio Arias Gómez,36895,5270,4215,169,67,9,120,3703,1311,9,12,2,9,0,112,1,9504,12072,2187,58,2753,17070,0,0,0,0,0,22,21,726,291,0,1,148,886,0,0,0,12,8,33,10,1680,4888,228,6251,3303,253,294,1632,46,389,1554,12154,485,105,188,107,31,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,18,3597,107,12154,0
19,Cauca,19533, Piamonte,Cauca,Jorge Arturo Vasquez,José Joaquin Ramos Rodríguez,7417,1940,1707,23,23,0,37,1720,196,0,6,2,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,10,6,146,90,0,2,15,223,0,0,0,5,3,67,21,211,680,22,1759,1044,13,17,203,7,2,0,0,19,7,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1062,112,0,0
19,Cauca,19548, Piendamó,Cauca,Jorge Arturo Vasquez,Víctor Isaac Valencia Sandoval,44535,3790,3151,163,158,11,26,3205,206,11,219,30,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,10,656,399,0,4,143,925,0,0,0,1,1,0,0,602,2109,108,3151,1696,170,198,653,7,560,328,2923,122,48,8,58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1894,0,2923,0
19,Cauca,19573, Puerto Tejada,Cauca,Jorge Arturo Vasquez,Tobías Balanta Murillo,45976,2067,1443,66,129,3,11,1171,860,3,2,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,7,5,209,160,0,3,32,348,5,0,0,0,0,0,0,158,527,28,1201,761,13,17,211,17,1,220,1713,20,4,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,778,0,1713,0
19,Cauca,19585, Puracé,Cauca,Jorge Arturo Vasquez,Jairo Rolando Certuche Garces,15274,707,523,260,59,0,12,183,124,2,2,0,2,0,164,0,0,0,0,0,0,0,0,0,0,0,0,4,4,162,194,0,0,77,278,1,0,0,0,0,0,0,51,181,11,179,87,5,7,65,0,0,20,151,9,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,151,0
19,Cauca,19622, Rosas,Cauca,Jorge Arturo Vasquez,Jesús Eduardo Díaz Ríos,13470,2059,1768,25,222,3,20,1779,300,1,3,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,4,253,87,0,0,13,339,1,0,0,6,4,0,0,289,996,47,1603,826,9,12,198,2,4,0,0,27,10,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,838,0,0,0
19,Cauca,19693, San Sebastián,Cauca,Jorge Arturo Vasquez,Juan Alberto Ordoñez Cerón,14186,1288,980,34,375,3,31,832,333,7,11,8,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,3,492,202,0,3,121,581,0,0,0,0,0,100,14,134,296,30,555,235,14,18,42,0,0,98,826,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,14,253,0,826,0
19,Cauca,19698, Santander De Quilic,Cauca,Jorge Arturo Vasquez,Álvaro Hernando Mendoza Bermúdez,96518,18571,13697,294,569,47,137,16702,2009,12,16,4,13,0,32,1,3765,2896,644,0,607,4147,0,1,0,0,0,26,33,2231,1257,0,16,389,1770,1465,0,0,51,34,33,10,2858,8112,282,11217,6178,295,354,2564,61,844,1038,7268,379,84,18,263,7,3,0,2,0,1,0,0,0,0,0,6,0,0,6,0,0,6,44,6532,0,7268,879
19,Cauca,19701, Santa Rosa,Cauca,Jorge Arturo Vasquez,Jaime Alberto Urrutia Joaqui,10688,1704,1305,62,753,22,17,1324,183,26,38,45,8,0,83,0,0,0,0,0,0,0,0,0,0,0,0,8,0,718,290,0,5,158,860,1,0,0,0,0,0,0,146,447,19,582,234,5,7,116,2,1,0,0,20,5,3,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,117,0,0
19,Cauca,19743, Silvia,Cauca,Jorge Arturo Vasquez,José Gustavo Cuene Correa.,32462,1132,786,275,96,34,13,644,272,3,16,3,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,9,3,374,201,0,3,153,427,0,0,0,0,0,100,32,177,570,34,351,175,31,40,118,1,1,122,722,13,6,0,7,0,2,0,0,0,0,0,1,0,0,0,3,0,0,3,0,0,3,32,215,0,722,0
19,Cauca,19760, Sotara,Cauca,Jorge Arturo Vasquez,Arnold Yesid Paz Castro,17273,310,230,2,18,5,8,208,87,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,38,41,0,0,34,45,1,0,0,0,0,0,0,69,207,15,261,123,6,8,61,2,1,19,144,8,1,1,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,131,0,144,0
19,Cauca,19780, Suárez,Cauca,Jorge Arturo Vasquez,Hernando Ramírez Ramírez,18550,17570,15702,1644,716,3,5,18939,211,62,28,0,1,0,145,0,0,0,0,0,0,0,0,0,0,0,0,32,32,2515,1263,0,1,125,3673,8,0,0,104,38,1911,431,1314,3134,135,16505,9687,1093,1284,273,3,73,82,657,44,7,6,30,0,7,0,1,0,0,0,0,0,0,0,8,0,0,8,0,0,8,469,10971,0,657,0
19,Cauca,19785, Sucre,Cauca,Jorge Arturo Vasquez,Carlos Ruber Mora Mora,8885,1025,914,167,25,0,5,730,157,7,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,150,41,0,0,0,194,0,0,0,0,0,0,0,257,758,30,1216,593,40,46,255,3,3,0,0,80,18,35,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,0,0,0
19,Cauca,19807, Timbío,Cauca,Jorge Arturo Vasquez,Libardo Vásquez Manzano,34757,5376,4452,374,143,16,43,4467,531,2,18,0,1,0,42,0,0,0,0,0,0,0,0,0,0,0,0,6,5,940,279,0,5,56,1211,1,0,0,85,51,68,14,1036,3547,189,5731,3256,154,148,942,4,22,500,3606,147,58,21,51,8,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,65,3404,0,3606,0
19,Cauca,19809, Timbiquí,Cauca,Jorge Arturo Vasquez,Tito Ever Ramírez Gómez,21862,15118,12411,2040,1278,1,46,16940,107,0,0,0,3,0,43,1,7888,6418,1072,0,2300,9790,0,0,0,0,0,9,22,2243,511,0,0,286,2581,3,0,0,100,70,1680,466,1014,3956,148,15609,10752,180,211,156,0,4,18,121,67,15,4,37,12,2,0,1,0,1,0,0,0,0,0,4,0,0,4,0,0,4,536,10963,541,121,0
19,Cauca,19821, Toribio,Cauca,Jorge Arturo Vasquez,Alcibíades Escué Musucué,29818,11891,9053,1334,372,23,42,11796,358,24,8,4,19,0,354,0,0,0,0,0,0,0,0,0,0,0,0,20,44,1793,620,0,4,227,2237,3,0,0,0,0,536,130,1812,3989,84,3361,2088,1585,1665,3336,272,290,1633,7531,211,43,17,122,12,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,130,3753,209,7531,0
19,Cauca,19824, Totoró,Cauca,Jorge Arturo Vasquez,Hilario Sánchez Sánchez,20720,423,342,101,134,0,9,195,76,8,1,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,8,101,86,0,0,51,136,1,0,0,0,0,0,0,77,202,8,168,83,74,87,32,0,0,25,138,12,9,0,3,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,170,0,138,0
19,Cauca,19845, Villa Rica,Cauca,Jorge Arturo Vasquez,Jenny Nair Gómez,16596,2093,1649,867,179,2,0,1132,77,4,0,4,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,1,228,100,0,1,0,338,0,0,0,1,0,0,0,154,509,17,982,662,240,273,84,2,3,0,0,11,0,0,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,936,0,0,0
11,Bogotá D.C.,11001," Bogotá, D.C.",Centro,Jorge Orlando Sánchez,Enrique Peñalosa Londoño,8080734,717455,576032,5536,49576,2467,15317,643536,79244,1204,2538,1342,3773,6645,4074,9,242066,182090,48286,7182,122151,359709,0,0,0,0,0,95,35,60412,19286,0,244,9114,63449,5277,3138,0,0,0,2445,563,278238,896036,45981,409355,294397,1309,1677,61705,412,2352,29913,219133,3777,1159,260,1993,248,5,0,4,0,0,2,0,0,7,0,18,1,0,17,0,1,19,563,296074,9,219133,0
15,Boyacá,15001, Tunja,Centro,Jorge Orlando Sánchez,Pablo Emilio Cepeda Novoa,195538,10197,7507,160,1287,64,1130,5202,4127,24,131,89,36,0,55,1,7523,7105,1460,1,1162,9728,0,0,0,0,0,7,2,954,533,0,12,758,659,86,1,0,24,19,0,0,3350,9784,598,3302,1886,17,22,1323,17,358,375,2997,51,16,3,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1908,0,2997,0
15,Boyacá,15022, Almeida,Centro,Jorge Orlando Sánchez,Carlos Alberto Acevedo Velásquez,1649,18,16,0,2,0,2,10,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,1,12,0,0,0,0,0,0,0,2,4,0,34,15,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
15,Boyacá,15047, Aquitania,Centro,Jorge Orlando Sánchez,Felipe Absalón Cardozo Montaña,14872,605,487,3,39,0,0,503,109,0,4,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,12,0,0,0,72,0,0,0,0,0,0,0,52,170,8,182,102,2,3,85,0,0,23,194,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,194,0
15,Boyacá,15051, Arcabuco,Centro,Jorge Orlando Sánchez,Víctor Hugo Silva Motta ,5245,143,130,0,20,0,0,133,14,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,4,13,0,0,0,0,0,0,0,29,96,5,98,56,0,0,38,0,0,1,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,6,0
15,Boyacá,15087, Belén,Centro,Jorge Orlando Sánchez,Alberto Rincón Bernal,7116,193,138,0,42,0,0,175,35,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,24,0,1,5,51,0,0,0,0,0,0,0,16,67,3,84,40,0,0,49,0,6,40,224,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,224,0
15,Boyacá,15090, Berbeo,Centro,Jorge Orlando Sánchez,Edgar Roberto Parra Roa,1936,180,135,4,13,0,2,160,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,0,1,0,48,0,0,0,0,0,0,0,7,26,2,59,29,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
15,Boyacá,15092, Betéitiva,Centro,Jorge Orlando Sánchez,Luis Enrique Gil Vargas,1979,27,19,0,6,0,0,24,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,9,0,0,0,0,0,0,0,3,15,1,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
15,Boyacá,15104, Boyacá,Centro,Jorge Orlando Sánchez,Julio Cesar Neira Castro,4350,71,57,0,2,0,0,59,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,14,36,1,52,25,1,1,14,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
15,Boyacá,15106, Briceño,Centro,Jorge Orlando Sánchez,Raúl Daniel Cubides Pineda,2552,67,55,0,0,0,0,50,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,0,0,0,33,0,0,0,0,0,0,0,17,63,3,26,11,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
15,Boyacá,15109, Buenavista,Centro,Jorge Orlando Sánchez,Carlos Augusto Salinas Medina,5764,123,108,0,27,0,7,114,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,16,0,0,0,0,0,0,0,15,58,8,170,79,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0
15,Boyacá,15114, Busbanzá,Centro,Jorge Orlando Sánchez,Gerardo Rincón Camacho,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
15,Boyacá,15131, Caldas,Centro,Jorge Orlando Sánchez,José Rubiel Páez,3550,57,53,0,12,0,0,52,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,13,0,0,0,0,0,0,0,6,18,2,17,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
15,Boyacá,15135, Campohermoso,Centro,Jorge Orlando Sánchez,Pedro Miguel López Vela,3785,121,75,0,1,1,5,102,13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,41,0,0,31,29,0,0,0,0,0,0,0,10,32,3,48,22,0,0,26,1,1,13,68,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,68,0
15,Boyacá,15162, Cerinza,Centro,Jorge Orlando Sánchez,Luis Carlos Chía Hernández,3651,32,17,1,0,0,0,8,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,9,0,0,0,0,0,0,0,7,23,4,11,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
15,Boyacá,15172, Chinavita,Centro,Jorge Orlando Sánchez,Francisco Javier Roa Millán,3469,128,103,0,5,0,0,120,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,17,0,0,0,0,0,0,0,19,62,2,51,31,1,1,24,0,0,9,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,57,0
15,Boyacá,15176, Chiquinquirá,Centro,Jorge Orlando Sánchez,Cesar Augusto Carrillo Ortegón,67148,1766,1370,13,57,16,42,1487,304,3,5,1,3,0,3,1,2508,1596,159,0,1570,3325,0,0,0,0,0,0,0,273,294,0,9,95,385,100,0,0,0,0,0,0,351,1132,65,1152,554,7,9,425,7,66,207,1384,5,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,0,1384,0
15,Boyacá,15180, Chiscas,Centro,Jorge Orlando Sánchez,Javier Orlando Suescun Cárdenas,4094,380,231,6,86,2,0,240,36,1,3,0,2,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,42,0,2,15,104,0,0,0,0,0,0,0,14,56,2,63,32,0,0,22,0,2,33,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,169,0
15,Boyacá,15183, Chita,Centro,Jorge Orlando Sánchez,Yamit Ariel Ávila Niño ,9293,450,361,26,2,0,3,261,63,3,1,0,2,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,29,0,0,9,44,0,0,0,0,0,0,0,62,179,18,113,60,6,7,53,1,1,77,609,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,609,0
15,Boyacá,15185, Chitaraque,Centro,Jorge Orlando Sánchez,Jorge Alberto Hurtado León,5496,227,196,1,38,0,2,215,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,9,0,0,6,34,0,0,0,0,0,0,0,31,125,2,189,98,1,1,31,0,0,2,22,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,22,0
15,Boyacá,15187, Chivatá,Centro,Jorge Orlando Sánchez,David Jacinto Montero Cruz,6455,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
