Cod Depto,Departamento,Cod en texto ,Municipio,Dirección Territorial ,Director Territorial ,Alcalde,Población 2017,No. Víctimas por Declaración,No. Sujetos Atención ,"Acto terrorista , Atentados, Combates, Enfrentamientos , Hostigamientos",Amenaza,Delitos contra la Libertad y la Integridad sexual en desarrollo del conflicto Armado,Desaparición forzada,Desplazamiento Forzado,"Homicidio, Masacre","Minas Antipersonal, Munición sin Explotar y artefacto explosivo improvisado",Secuestro,Tortura,"Vincuación de Niños, Niñas y Adolescentes a actividades relacionadas con grupos armados",Abandono o Despojo Forzado de Tierras,Perdida de Bienes Muebles o Inmuebles 
13,Bolívar,13430, Magangué,Bolívar,Miledy Galeano Paz,Pedro Manuel Ali Ali,123906,46169,32427,41,183,35,77,47864,599,4,75,6,5,0,37
13,Bolívar,13433, Mahates,Bolívar,Miledy Galeano Paz,Víctor Augusto Guerra Olascoaga,26461,5673,3975,18,169,6,14,5768,144,0,11,8,1,0,40
13,Bolívar,13440, Margarita,Bolívar,Miledy Galeano Paz,Germán Montes Pedrozo,10059,375,260,2,21,5,0,325,57,0,1,0,0,0,5
13,Bolívar,13442, María La Baja,Bolívar,Miledy Galeano Paz,Carlos Antonio Coronel Mera,48787,20010,14798,8,237,19,24,21519,434,1,15,10,0,0,767
13,Bolívar,13458, Montecristo,Bolívar,Miledy Galeano Paz,Beduth Enrique Salgado Macias,22254,9904,8355,916,948,7,20,10155,139,9,112,4,3,0,33
13,Bolívar,13468, Mompós,Bolívar,Miledy Galeano Paz,Nubia Isabel Quevedo Ángel,44784,1228,879,2,14,4,27,923,333,1,4,0,0,0,4
13,Bolívar,13490, Norosí,Magdalena Medio,Amparo Chicue Cristancho,Jailton Ariza Camacho,5148,4863,4432,2,8,1,2,4915,29,1,2,0,0,0,8
13,Bolívar,13549, Pinillos,Bolívar,Miledy Galeano Paz,Marcos Antonio Pérez Chaves,25448,3065,1838,0,75,5,0,3032,19,1,4,2,0,0,2
13,Bolívar,13620, San Cristóbal,Bolívar,Miledy Galeano Paz,German Zapata López,6711,1033,855,0,12,1,0,1035,23,0,0,1,1,0,0
13,Bolívar,13647, San Estanislao,Bolívar,Miledy Galeano Paz,Janeth Vega Caicedo,16473,786,564,0,47,0,11,710,74,0,0,0,0,0,1
13,Bolívar,13650, San Fernando,Bolívar,Miledy Galeano Paz,Felipe Turizo Lobo,13944,125,83,0,7,1,0,104,25,0,0,0,0,0,0
13,Bolívar,13654, San Jacinto,Bolívar,Miledy Galeano Paz,Abraham Antonio Kamell Yaspe,21602,18511,15800,39,71,2,10,18418,472,9,106,1,0,0,26
13,Bolívar,13655, San Jacinto Del Cau,Bolívar,Miledy Galeano Paz,Enrique Carlos Franco Contreras,14036,2828,2237,0,4,0,0,2840,34,1,0,0,0,0,3
13,Bolívar,13657, San Juan Nepomuceno,Bolívar,Miledy Galeano Paz,Benito José Acosta Vergara,33753,21800,19313,28,208,13,28,21848,513,3,23,2,0,0,129
13,Bolívar,13667, San Martín De Loba,Bolívar,Miledy Galeano Paz,Adalberto Jesús Menco Navarro,18079,5294,4224,53,107,3,8,5378,125,1,13,2,0,0,192
13,Bolívar,13673, Santa Catalina,Bolívar,Miledy Galeano Paz,Salomón Castro Cantillo,13431,787,543,0,10,2,8,706,77,0,0,0,0,0,1
13,Bolívar,13683, Santa Rosa,Bolívar,Miledy Galeano Paz,José Luis Altamar Rodríguez,23624,4148,3233,16,24,5,15,3968,214,7,8,0,2,0,6
13,Bolívar,13760, Soplaviento,Bolívar,Miledy Galeano Paz,Willington Rafael Romero Zamora,8480,272,192,1,40,0,0,253,18,0,0,0,0,0,1
13,Bolívar,13780, Talaigua Nuevo,Bolívar,Miledy Galeano Paz,Gerardo De Jesús Arias Zuluaga,11414,1386,1114,8,189,3,11,1414,80,1,0,2,0,0,10
13,Bolívar,13810, Tiquisio,Bolívar,Miledy Galeano Paz,Fernando Antonio Carmona Pérez,22928,10830,9619,10,42,4,26,10904,211,4,150,2,6,0,30
13,Bolívar,13836, Turbaco,Bolívar,Miledy Galeano Paz,Antonio Víctor Alcalá Puello,74209,6507,5057,23,240,90,31,6280,411,1,4,7,1,0,54
13,Bolívar,13838, Turbaná,Bolívar,Miledy Galeano Paz,Senen Cantillo Paternina,15193,435,294,0,18,2,22,316,134,0,0,0,0,0,7
13,Bolívar,13873, Villanueva,Bolívar,Miledy Galeano Paz,Gilberto David Amaya Vásquez,20152,3587,2884,0,18,0,6,3461,206,1,0,0,2,0,77
13,Bolívar,13894, Zambrano,Bolívar,Miledy Galeano Paz,Alberto Miguel Murillo Palmera,11767,9578,8291,5,244,274,6,9876,200,13,1,1,0,0,9
88,San Andrés,88001, San Andrés,Bolívar,Miledy Galeano Paz,Ronald Housni Jaller,72585,296,239,0,57,4,2,260,30,1,0,0,0,0,0
88,San Andrés,88564, Providencia,Bolívar,Miledy Galeano Paz,Bernardo Benito Bent Williams,5174,6,5,0,0,0,0,7,0,0,0,0,0,0,0
18,Caquetá,18001, Florencia,Caquetá Y Huila,Lucrecia Murcia Lozada,Andres Mauricio Perdomo Lara,178450,137726,118718,864,15706,495,4392,123175,19776,209,408,313,121,0,3566
18,Caquetá,18029, Albania,Caquetá Y Huila,Lucrecia Murcia Lozada,José Eugenio Gaviria Salgado,6435,3184,2870,89,1161,78,31,2688,252,5,37,61,0,0,239
18,Caquetá,18094, Belén De Los Andaqu,Caquetá Y Huila,Lucrecia Murcia Lozada,Edilmer Leonardo Ducuara Cubillos,11663,6312,5688,23,1748,142,72,5820,479,3,34,48,2,0,143
41,Huila,41016, Aipe,Caquetá Y Huila,Lucrecia Murcia Lozada,José Sevel Castro Tovar,27669,1756,1599,26,237,0,0,1683,71,1,1,0,0,0,9
18,Caquetá,18150, Cartagena Del Chair,Caquetá Y Huila,Lucrecia Murcia Lozada,Luis Francisco Vargas Correa,34429,12045,10623,64,2462,18,106,11626,556,20,9,3,10,0,79
18,Caquetá,18205, Curillo,Caquetá Y Huila,Lucrecia Murcia Lozada,José Ferrin Realpe Osorio,11789,5068,4313,48,178,20,33,4927,324,4,23,18,5,0,98
18,Caquetá,18247, El Doncello,Caquetá Y Huila,Lucrecia Murcia Lozada,Sandra Milena Lozada Floriano,22227,5870,5197,27,406,9,86,5228,596,6,0,3,3,0,88
18,Caquetá,18256, El Paujil,Caquetá Y Huila,Lucrecia Murcia Lozada,Liliana Cuéllar Floriano,20832,10048,9070,228,1160,1,116,9584,720,18,7,1,2,0,174
18,Caquetá,18410, La Montañita,Caquetá Y Huila,Lucrecia Murcia Lozada,José Leonel Guarnizo,23962,9194,8028,155,1121,3,90,8928,616,110,9,4,20,0,177
18,Caquetá,18460, Milán,Caquetá Y Huila,Lucrecia Murcia Lozada,Dolly Lilibeth Aguirre,11802,3351,2928,81,51,2,28,3050,345,15,9,1,2,0,40
18,Caquetá,18479, Morelia,Caquetá Y Huila,Lucrecia Murcia Lozada,Yovanny López Ramírez,3863,2805,2504,17,105,3,12,2651,134,1,3,6,0,0,70
18,Caquetá,18592, Puerto Rico,Caquetá Y Huila,Lucrecia Murcia Lozada,Hernán Armando Bravo Molina,33543,10702,9246,297,1296,9,168,9247,1260,61,25,5,10,0,296
18,Caquetá,18610, San José Del Fragua,Caquetá Y Huila,Lucrecia Murcia Lozada,Arnulfo Parra Peña,15125,6633,5636,52,569,189,51,5796,657,17,257,33,4,0,147
18,Caquetá,18753, San Vicente Del Cag,Caquetá Y Huila,Lucrecia Murcia Lozada,Humberto Sánchez Cedeño,70453,11392,9698,324,1486,10,243,9379,1420,108,20,14,37,0,679
18,Caquetá,18756, Solano,Caquetá Y Huila,Lucrecia Murcia Lozada,Alejandro Quintero Rentería,24603,2286,1987,6,164,1,25,2116,164,7,0,0,2,0,13
18,Caquetá,18785, Solita,Caquetá Y Huila,Lucrecia Murcia Lozada,Justo Pastor Martínez,9149,4402,4051,21,213,1,44,4126,289,0,0,0,0,0,23
18,Caquetá,18860, Valparaíso,Caquetá Y Huila,Lucrecia Murcia Lozada,José Vicente García Céspedes,11731,6960,5433,6,17,13,4,6768,288,2,5,0,3,0,8
41,Huila,41001, Neiva,Caquetá Y Huila,Lucrecia Murcia Lozada,Rodrigo Armando Lara Sanchez,345806,87146,75551,746,4646,118,2127,73183,14516,141,249,144,90,0,650
41,Huila,41006, Acevedo,Caquetá Y Huila,Lucrecia Murcia Lozada,Luzdey Artunduaga Castro,34354,4444,3957,24,554,6,22,3962,397,13,2,2,0,0,69
41,Huila,41013, Agrado,Caquetá Y Huila,Lucrecia Murcia Lozada,Waldina Losada Vega ,9168,450,408,0,114,0,8,415,18,0,0,0,0,0,15
41,Huila,41020, Algeciras,Caquetá Y Huila,Lucrecia Murcia Lozada,Javier Rivera Cortés,24611,2253,1772,102,50,3,32,1081,740,34,0,0,9,0,373
41,Huila,41026, Altamira,Caquetá Y Huila,Lucrecia Murcia Lozada,Yecid Rodríguez Tovar,4455,777,507,2,13,1,5,736,34,2,0,0,0,0,16
41,Huila,41078, Baraya,Caquetá Y Huila,Lucrecia Murcia Lozada,Luis Enrique Cardoso Tovar,9682,2589,2313,14,221,0,12,2260,344,12,0,6,3,0,88
41,Huila,41132, Campoalegre,Caquetá Y Huila,Lucrecia Murcia Lozada,Aldemar Gutiérrez Muñoz,34627,4986,4356,78,9,2,21,4501,415,2,1,0,1,0,64
41,Huila,41206, Colombia,Caquetá Y Huila,Lucrecia Murcia Lozada,Adelia Guzmán García,12655,3064,2604,8,121,1,6,2878,149,12,4,0,1,0,256
41,Huila,41244, Elías,Caquetá Y Huila,Lucrecia Murcia Lozada,Juan Diego Trujillo Artunduaga,4064,287,234,4,21,0,0,289,3,0,0,0,0,0,2
41,Huila,41298, Garzón,Caquetá Y Huila,Lucrecia Murcia Lozada,Edgar Bonilla Ramírez,92186,14425,12779,48,500,9,66,13849,594,7,29,6,20,0,20
41,Huila,41306, Gigante,Caquetá Y Huila,Lucrecia Murcia Lozada,Josué Manrique Murcia,34410,4391,3901,42,989,6,12,3918,344,2,5,0,2,0,203
41,Huila,41319, Guadalupe,Caquetá Y Huila,Lucrecia Murcia Lozada,María Del Socorro Díaz Motta,22060,2802,2435,10,47,1,9,2751,67,0,0,0,1,0,1
41,Huila,41349, Hobo,Caquetá Y Huila,Lucrecia Murcia Lozada,Carlos Alberto Tovar Bautista,6986,1070,966,9,214,0,4,878,146,0,1,1,0,0,59
41,Huila,41357, Iquira,Caquetá Y Huila,Lucrecia Murcia Lozada,Alberto Yustres Barrera,13178,1633,1476,3,851,2,11,1547,116,1,0,0,3,0,0
41,Huila,41359, Isnos,Caquetá Y Huila,Lucrecia Murcia Lozada,Rigoberto Rosero Gómez,27830,4605,4207,143,1499,11,34,4347,385,9,4,2,2,0,159
41,Huila,41378, La Argentina,Caquetá Y Huila,Lucrecia Murcia Lozada,Edwin Harvey Barajas Hernández,14532,2217,1873,34,101,4,6,2121,116,1,2,2,0,0,1
41,Huila,41396, La Plata,Caquetá Y Huila,Lucrecia Murcia Lozada,Luis Armando Ricardo Castillo,64938,5831,4928,16,80,11,48,5411,453,7,8,0,3,0,18
41,Huila,41483, Nátaga,Caquetá Y Huila,Lucrecia Murcia Lozada,Edna Magaly Álvarez Serrato,6443,482,386,8,78,0,0,340,161,1,1,0,0,0,8
41,Huila,41503, Oporapa,Caquetá Y Huila,Lucrecia Murcia Lozada,Pablo John Trujillo Motta,14141,1349,1194,4,7,0,7,1175,74,0,0,0,0,0,95
41,Huila,41518, Paicol,Caquetá Y Huila,Lucrecia Murcia Lozada,Henry Durán Durán,5648,464,394,9,47,0,0,434,23,0,0,0,0,0,14
41,Huila,41524, Palermo,Caquetá Y Huila,Lucrecia Murcia Lozada,Víctor Ernesto Polanía Vanegas,33825,2918,2574,11,86,2,3,2793,146,19,1,2,2,0,35
41,Huila,41530, Palestina,Caquetá Y Huila,Lucrecia Murcia Lozada,Carlos Eliécer Motta Pardo,11820,1758,1550,9,7,1,5,1593,161,0,0,0,0,0,2
41,Huila,41548, Pital,Caquetá Y Huila,Lucrecia Murcia Lozada,Emilio Leiva Leal,13861,1349,1115,7,63,4,6,1243,100,1,8,0,2,0,6
41,Huila,41551, Pitalito,Caquetá Y Huila,Lucrecia Murcia Lozada,Miguel Antonio Rico Rincón,130716,33759,29703,94,153,77,303,32121,1940,41,45,5,16,0,687
41,Huila,41615, Rivera,Caquetá Y Huila,Lucrecia Murcia Lozada,Néstor Ramiro Barreiro Andrade,19186,2223,2035,19,383,2,3,2062,167,3,2,1,1,0,18
41,Huila,41660, Saladoblanco,Caquetá Y Huila,Lucrecia Murcia Lozada,Zuleima Patricia Peña Valenzuela,11699,2094,1851,5,11,2,4,1880,219,0,1,0,1,0,6
41,Huila,41668, San Agustín,Caquetá Y Huila,Lucrecia Murcia Lozada,Ever Bolaños Jojoa,33517,3873,3452,47,533,4,25,3412,479,11,5,2,2,0,45
41,Huila,41676, Santa María,Caquetá Y Huila,Lucrecia Murcia Lozada,Nolberto Castro Trujillo,11556,1436,1313,5,120,1,5,1079,92,3,0,0,1,0,326
41,Huila,41770, Suaza,Caquetá Y Huila,Lucrecia Murcia Lozada,José Ricardo Cabrera Artunduaga,20019,4646,4091,2,24,4,10,4444,184,0,1,0,1,0,32
41,Huila,41791, Tarqui,Caquetá Y Huila,Lucrecia Murcia Lozada,Cesar Augusto Alvarado Osorio,17931,3955,3288,1,16,2,27,3635,354,5,3,5,1,0,50
41,Huila,41797, Tesalia,Caquetá Y Huila,Lucrecia Murcia Lozada,Fabio Ramírez,9305,1360,1274,3,387,0,2,1280,89,2,1,0,0,0,4
41,Huila,41799, Tello,Caquetá Y Huila,Lucrecia Murcia Lozada,Eduer Holguín López,14358,850,776,9,203,2,10,712,120,4,0,0,2,0,14
41,Huila,41801, Teruel,Caquetá Y Huila,Lucrecia Murcia Lozada,Alberto Calderón Ramírez,8838,1001,904,16,152,0,0,884,82,1,0,0,5,0,16
41,Huila,41807, Timaná,Caquetá Y Huila,Lucrecia Murcia Lozada,Juan Bautista Rojas Parra,20386,2192,1940,5,8,1,16,1996,177,3,1,0,1,0,5
41,Huila,41872, Villavieja,Caquetá Y Huila,Lucrecia Murcia Lozada,Yordan Aris Pacheco Toncon,7308,554,493,13,45,0,2,447,44,0,0,0,0,0,53
41,Huila,41885, Yaguará,Caquetá Y Huila,Lucrecia Murcia Lozada,Rafael Ramírez González,9176,668,612,2,0,0,6,644,21,1,0,0,0,0,0
15,Boyacá,15097, Boavita,Centro,Jorge Orlando Sánchez,Jairo Córdoba Suarez,6760,32,27,0,4,0,0,19,10,0,0,0,0,0,4
19,Cauca,19355, Inzá,Cauca,Jorge Arturo Vasquez,Gelmis Chate Rivera,31701,1273,1137,539,225,3,17,551,155,11,2,3,2,0,48
19,Cauca,19001, Popayán,Cauca,Jorge Arturo Vasquez,César Cristian Gómez Castro,282453,152592,125978,2063,11441,551,2742,124203,33769,158,549,206,116,0,1200
19,Cauca,19022, Almaguer,Cauca,Jorge Arturo Vasquez,Darío Albeiro Galíndez,21322,1173,902,225,124,1,2,222,567,7,17,3,2,0,265
19,Cauca,19050, Argelia,Cauca,Jorge Arturo Vasquez,Diego Aguilar Marín,27221,5322,4722,1811,27,4,21,3991,686,33,8,2,6,0,42
19,Cauca,19075, Balboa,Cauca,Jorge Arturo Vasquez,Nelson Enrique Pareja López,26005,2374,2032,286,41,2,64,1240,827,17,5,6,4,0,6
19,Cauca,19100, Bolívar,Cauca,Jorge Arturo Vasquez,Rodrigo Hernán Pérez,44793,2369,1937,383,57,29,16,939,983,6,1,3,2,0,116
19,Cauca,19110, Buenos Aires,Cauca,Jorge Arturo Vasquez,Urdely Carabalí Carbonero,33435,10777,7939,86,435,145,28,10870,314,6,5,10,0,0,25
19,Cauca,19130, Cajibío,Cauca,Jorge Arturo Vasquez,Luis Helmer Vivas Manzano,38149,2720,2295,128,243,8,38,2161,451,21,55,34,3,0,23
19,Cauca,19137, Caldono,Cauca,Jorge Arturo Vasquez,Paulo Andrés Piso Lozada,33653,3659,2429,1146,172,9,40,2681,289,9,2,3,13,0,355
19,Cauca,19142, Caloto,Cauca,Jorge Arturo Vasquez,María Liliana Ararat Mejía,17713,7969,5832,1191,570,5,44,8173,735,17,11,7,3,0,17
19,Cauca,19212, Corinto,Cauca,Jorge Arturo Vasquez,Edward Fernando García Sánchez,32707,5556,4196,857,162,5,90,3436,1346,25,2,0,6,0,112
19,Cauca,19256, El Tambo,Cauca,Jorge Arturo Vasquez,Celio Urresty Mesa,47818,9854,7711,455,101,6,46,8511,1437,43,9,2,7,0,410
19,Cauca,19290, Florencia,Cauca,Jorge Arturo Vasquez,Edwin Urbano Benítez,6160,1443,1186,12,268,1,21,1196,268,0,0,1,0,0,1
19,Cauca,19300, Guachené,Cauca,Jorge Arturo Vasquez,Oliver Carabalí Banguero ,19896,613,520,116,54,1,3,329,166,1,1,5,0,0,5
19,Cauca,19318, Guapi,Cauca,Jorge Arturo Vasquez,Danny Eudoxio Prado Granja ,29867,12324,11052,309,1529,7,50,13729,137,4,2,1,1,0,15
19,Cauca,19364, Jambaló,Cauca,Jorge Arturo Vasquez,Flor Ilva Trochez Ramos,18303,5880,3529,343,2569,34,42,8400,236,15,9,17,10,0,241
19,Cauca,19392, La Sierra,Cauca,Jorge Arturo Vasquez,Miller Miguel Hurtado Muñoz,10609,630,452,15,68,1,16,429,177,3,2,0,2,0,3
19,Cauca,19397, La Vega,Cauca,Jorge Arturo Vasquez,Carlos Oliver Ordoñez Paz,46561,691,525,10,42,2,9,367,308,9,0,1,0,0,7
19,Cauca,19418, López,Cauca,Jorge Arturo Vasquez,Wilmer Adher Riascos Arboleda,20581,10010,7254,448,294,2,10,11443,85,7,0,0,0,0,7
19,Cauca,19450, Mercaderes,Cauca,Jorge Arturo Vasquez,Alcy Muñoz Perdomo,18151,6245,5113,30,126,1,107,5343,937,2,0,2,1,0,25
19,Cauca,19455, Miranda,Cauca,Jorge Arturo Vasquez,José Leonardo Valencia Narváez,41202,7083,5443,446,387,20,116,6433,766,34,7,3,10,0,131
19,Cauca,19473, Morales,Cauca,Jorge Arturo Vasquez,Silvio Villegas Sandoval,26358,9906,8546,1281,1130,5,22,9531,247,27,28,13,2,0,13
19,Cauca,19513, Padilla,Cauca,Jorge Arturo Vasquez,Víctor Hugo Vidal Aguilar ,7794,329,265,7,51,0,5,181,137,0,0,1,0,0,5
19,Cauca,19517, Paez,Cauca,Jorge Arturo Vasquez,Marco Albeiro Gutiérrez Penagos,35871,2443,1897,11,66,0,17,2287,113,14,2,0,3,0,11
19,Cauca,19532, Patía,Cauca,Jorge Arturo Vasquez,Francisco Tulio Arias Gómez,36895,5270,4215,169,67,9,120,3703,1311,9,12,2,9,0,112
19,Cauca,19533, Piamonte,Cauca,Jorge Arturo Vasquez,José Joaquin Ramos Rodríguez,7417,1940,1707,23,23,0,37,1720,196,0,6,2,0,0,53
19,Cauca,19548, Piendamó,Cauca,Jorge Arturo Vasquez,Víctor Isaac Valencia Sandoval,44535,3790,3151,163,158,11,26,3205,206,11,219,30,0,0,6
19,Cauca,19573, Puerto Tejada,Cauca,Jorge Arturo Vasquez,Tobías Balanta Murillo,45976,2067,1443,66,129,3,11,1171,860,3,2,0,1,0,20
19,Cauca,19585, Puracé,Cauca,Jorge Arturo Vasquez,Jairo Rolando Certuche Garces,15274,707,523,260,59,0,12,183,124,2,2,0,2,0,164
19,Cauca,19622, Rosas,Cauca,Jorge Arturo Vasquez,Jesús Eduardo Díaz Ríos,13470,2059,1768,25,222,3,20,1779,300,1,3,1,0,0,8
19,Cauca,19693, San Sebastián,Cauca,Jorge Arturo Vasquez,Juan Alberto Ordoñez Cerón,14186,1288,980,34,375,3,31,832,333,7,11,8,2,0,27
19,Cauca,19698, Santander De Quilic,Cauca,Jorge Arturo Vasquez,Álvaro Hernando Mendoza Bermúdez,96518,18571,13697,294,569,47,137,16702,2009,12,16,4,13,0,32
19,Cauca,19701, Santa Rosa,Cauca,Jorge Arturo Vasquez,Jaime Alberto Urrutia Joaqui,10688,1704,1305,62,753,22,17,1324,183,26,38,45,8,0,83
19,Cauca,19743, Silvia,Cauca,Jorge Arturo Vasquez,José Gustavo Cuene Correa.,32462,1132,786,275,96,34,13,644,272,3,16,3,1,0,45
19,Cauca,19760, Sotara,Cauca,Jorge Arturo Vasquez,Arnold Yesid Paz Castro,17273,310,230,2,18,5,8,208,87,0,0,0,2,0,1
19,Cauca,19780, Suárez,Cauca,Jorge Arturo Vasquez,Hernando Ramírez Ramírez,18550,17570,15702,1644,716,3,5,18939,211,62,28,0,1,0,145
19,Cauca,19785, Sucre,Cauca,Jorge Arturo Vasquez,Carlos Ruber Mora Mora,8885,1025,914,167,25,0,5,730,157,7,4,0,0,0,1
19,Cauca,19807, Timbío,Cauca,Jorge Arturo Vasquez,Libardo Vásquez Manzano,34757,5376,4452,374,143,16,43,4467,531,2,18,0,1,0,42
19,Cauca,19809, Timbiquí,Cauca,Jorge Arturo Vasquez,Tito Ever Ramírez Gómez,21862,15118,12411,2040,1278,1,46,16940,107,0,0,0,3,0,43
19,Cauca,19821, Toribio,Cauca,Jorge Arturo Vasquez,Alcibíades Escué Musucué,29818,11891,9053,1334,372,23,42,11796,358,24,8,4,19,0,354
19,Cauca,19824, Totoró,Cauca,Jorge Arturo Vasquez,Hilario Sánchez Sánchez,20720,423,342,101,134,0,9,195,76,8,1,5,0,0,14
19,Cauca,19845, Villa Rica,Cauca,Jorge Arturo Vasquez,Jenny Nair Gómez,16596,2093,1649,867,179,2,0,1132,77,4,0,4,5,0,9
11,Bogotá D.C.,11001," Bogotá, D.C.",Centro,Jorge Orlando Sánchez,Enrique Peñalosa Londoño,8080734,717455,576032,5536,49576,2467,15317,643536,79244,1204,2538,1342,3773,6645,4074
15,Boyacá,15001, Tunja,Centro,Jorge Orlando Sánchez,Pablo Emilio Cepeda Novoa,195538,10197,7507,160,1287,64,1130,5202,4127,24,131,89,36,0,55
15,Boyacá,15022, Almeida,Centro,Jorge Orlando Sánchez,Carlos Alberto Acevedo Velásquez,1649,18,16,0,2,0,2,10,5,1,0,0,0,0,1
15,Boyacá,15047, Aquitania,Centro,Jorge Orlando Sánchez,Felipe Absalón Cardozo Montaña,14872,605,487,3,39,0,0,503,109,0,4,0,2,0,11
15,Boyacá,15051, Arcabuco,Centro,Jorge Orlando Sánchez,Víctor Hugo Silva Motta ,5245,143,130,0,20,0,0,133,14,0,0,1,0,0,6
15,Boyacá,15087, Belén,Centro,Jorge Orlando Sánchez,Alberto Rincón Bernal,7116,193,138,0,42,0,0,175,35,0,0,0,0,0,4
15,Boyacá,15090, Berbeo,Centro,Jorge Orlando Sánchez,Edgar Roberto Parra Roa,1936,180,135,4,13,0,2,160,15,0,0,0,0,0,1
15,Boyacá,15092, Betéitiva,Centro,Jorge Orlando Sánchez,Luis Enrique Gil Vargas,1979,27,19,0,6,0,0,24,2,0,0,0,0,0,1
15,Boyacá,15104, Boyacá,Centro,Jorge Orlando Sánchez,Julio Cesar Neira Castro,4350,71,57,0,2,0,0,59,12,0,0,0,0,0,0
15,Boyacá,15106, Briceño,Centro,Jorge Orlando Sánchez,Raúl Daniel Cubides Pineda,2552,67,55,0,0,0,0,50,17,0,0,0,0,0,0
15,Boyacá,15109, Buenavista,Centro,Jorge Orlando Sánchez,Carlos Augusto Salinas Medina,5764,123,108,0,27,0,7,114,1,0,1,0,0,0,0
15,Boyacá,15114, Busbanzá,Centro,Jorge Orlando Sánchez,Gerardo Rincón Camacho,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Boyacá,15131, Caldas,Centro,Jorge Orlando Sánchez,José Rubiel Páez,3550,57,53,0,12,0,0,52,10,0,0,0,0,0,0
15,Boyacá,15135, Campohermoso,Centro,Jorge Orlando Sánchez,Pedro Miguel López Vela,3785,121,75,0,1,1,5,102,13,0,1,0,1,0,1
15,Boyacá,15162, Cerinza,Centro,Jorge Orlando Sánchez,Luis Carlos Chía Hernández,3651,32,17,1,0,0,0,8,23,0,0,0,0,0,1
15,Boyacá,15172, Chinavita,Centro,Jorge Orlando Sánchez,Francisco Javier Roa Millán,3469,128,103,0,5,0,0,120,8,0,0,0,0,0,2
15,Boyacá,15176, Chiquinquirá,Centro,Jorge Orlando Sánchez,Cesar Augusto Carrillo Ortegón,67148,1766,1370,13,57,16,42,1487,304,3,5,1,3,0,3
15,Boyacá,15180, Chiscas,Centro,Jorge Orlando Sánchez,Javier Orlando Suescun Cárdenas,4094,380,231,6,86,2,0,240,36,1,3,0,2,0,69
15,Boyacá,15183, Chita,Centro,Jorge Orlando Sánchez,Yamit Ariel Ávila Niño ,9293,450,361,26,2,0,3,261,63,3,1,0,2,0,103
15,Boyacá,15185, Chitaraque,Centro,Jorge Orlando Sánchez,Jorge Alberto Hurtado León,5496,227,196,1,38,0,2,215,8,0,0,0,0,0,13
15,Boyacá,15187, Chivatá,Centro,Jorge Orlando Sánchez,David Jacinto Montero Cruz,6455,14,0,0,0,0,0,14,0,0,0,0,0,0,0
15,Boyacá,15189, Ciénega,Centro,Jorge Orlando Sánchez,Luis Carlos Cruz López,4630,19,11,1,0,0,0,18,0,0,0,0,0,0,0
15,Boyacá,15204, Cómbita,Centro,Jorge Orlando Sánchez,Oscar Orlando Ávila Romero,14983,84,54,0,19,0,2,72,6,1,1,0,1,0,2
15,Boyacá,15212, Coper,Centro,Jorge Orlando Sánchez,Jairo Enrique Ahumada Castañeda,3568,77,58,0,0,0,4,71,4,0,0,0,0,0,0
15,Boyacá,15215, Corrales,Centro,Jorge Orlando Sánchez,Oscar Iban Cárdenas Caro,2223,6,1,0,5,0,0,5,0,0,0,0,0,0,0
15,Boyacá,15218, Covarachía,Centro,Jorge Orlando Sánchez,Yolanda Salazar Sierra,2780,78,61,0,20,0,0,24,49,0,0,0,0,0,0
15,Boyacá,15223, Cubará,Centro,Jorge Orlando Sánchez,Fredy Eduardo Martínez Valderrama,6735,1040,918,15,31,1,31,922,111,1,0,0,1,0,69
15,Boyacá,15224, Cucaita,Centro,Jorge Orlando Sánchez,Carlos Eduardo Luis Vanegas,4689,8,8,0,0,0,0,8,0,0,0,0,0,0,0
15,Boyacá,15226, Cuítiva,Centro,Jorge Orlando Sánchez,Leonardo Alfonso López,1877,90,43,0,0,0,0,85,5,0,0,0,0,0,0
15,Boyacá,15232, Chíquiza,Centro,Jorge Orlando Sánchez,Ramiro Alexander Suarez López,5368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Boyacá,15236, Chivor,Centro,Jorge Orlando Sánchez,Carlos Hernando Perilla Aldana,1714,185,139,0,27,4,20,148,21,0,2,1,2,0,0
15,Boyacá,15238, Duitama,Centro,Jorge Orlando Sánchez,Alfonso Miguel Silva Pesca,113516,3221,2621,22,423,10,41,2910,318,10,20,0,2,0,10
15,Boyacá,15244, El Cocuy,Centro,Jorge Orlando Sánchez,Ramiro Daza Mora,5157,99,77,1,31,1,0,28,49,5,0,1,2,0,6
15,Boyacá,15248, El Espino,Centro,Jorge Orlando Sánchez,Héctor Miguel Mojica Mojica,4214,183,113,37,55,0,3,76,18,0,0,0,0,0,63
15,Boyacá,15272, Firavitoba,Centro,Jorge Orlando Sánchez,Karol Ricardo Ramírez Silva,5822,53,50,0,14,0,0,47,6,0,0,0,0,0,0
15,Boyacá,15276, Floresta,Centro,Jorge Orlando Sánchez,Luis Mario Vargas Bernal,4431,22,18,0,0,0,0,22,0,0,0,0,0,0,0
15,Boyacá,15293, Gachantivá,Centro,Jorge Orlando Sánchez,Jorge Edicson Saavedra Velasco,2569,50,39,0,0,0,0,50,0,0,0,0,0,0,0
